text,label,source
"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",0,fiqa
$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,2,fiqa
$mako hanging in well today. still in a basing pattern. have eyes on it,2,fiqa
"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",0,fiqa
$TZA is a rocket ship!!!,2,fiqa
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",2,fiqa
$vxx starting to creep up while $spy sits near hod ...,2,fiqa
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,2,fiqa
VIVUS $VVUS bear raid in effect. Stock down 12%,0,fiqa
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,0,fiqa
$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,0,fiqa
$renn topping tail 5 min. chart at 7.31 short from here.,0,fiqa
$SPY weak close,0,fiqa
$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,2,fiqa
$EFUT hod  posted buy pm at $4.40,2,fiqa
$AAPL short some 592.49,0,fiqa
"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",0,fiqa
"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.",2,fiqa
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,2,fiqa
"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",2,fiqa
$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,2,fiqa
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,2,fiqa
$AXP Looking for continuation with volume increase http://stks.co/c8sR,2,fiqa
MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,2,fiqa
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,2,fiqa
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",2,fiqa
$SPY Long 1/2 position 137.89,2,fiqa
$AAPL price momentum weakening going into the close.,0,fiqa
RT @ACInvestorBlog $AAPL still on track for $500,2,fiqa
$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,0,fiqa
$BAC in for swing trade  looks like want go up,2,fiqa
$PCLN runs into the 50sma on the acquisition news,2,fiqa
$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),0,fiqa
$WYNN big bounce,2,fiqa
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,0,fiqa
$AAPL wants lower. up waves getting smaller on the 2 min,0,fiqa
Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,0,fiqa
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",0,fiqa
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,2,fiqa
Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,2,fiqa
$AAPL 620 resistance area,1,fiqa
what is up with $HK..... from Jan to now it's been a sinking ship...,0,fiqa
"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",1,fiqa
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,2,fiqa
"$AAPL bounce right now has no vol, more vol when it slid",2,fiqa
"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",2,fiqa
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,0,fiqa
$AAPL long 630.91,2,fiqa
"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",0,fiqa
$KCG bot at 2.24,2,fiqa
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,0,fiqa
pretty steady accumulation off support today.  Purdy. $AGU,2,fiqa
Out of shorts $ALTR at 38.85 with loss,2,fiqa
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",0,fiqa
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,2,fiqa
"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL",2,fiqa
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",0,fiqa
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,2,fiqa
"Went long on this $COG, will see 70's again me thinks",2,fiqa
$AAPL nibbling on a small long via 525.. buying off 13min charts..,2,fiqa
Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,2,fiqa
"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",2,fiqa
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,2,fiqa
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,2,fiqa
$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,2,fiqa
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,2,fiqa
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,2,fiqa
$KITD Looking for a oversold bounce.,2,fiqa
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,2,fiqa
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,2,fiqa
$aapl.  Test the high today and probably go beyond after hours...,2,fiqa
Long $PCLN,2,fiqa
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",0,fiqa
Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,0,fiqa
$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,0,fiqa
RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,1,fiqa
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,2,fiqa
$DMND green and moving,2,fiqa
$MTD (Mettler-Toledo) ready for a breakout,2,fiqa
$ACAD under $2 today?,0,fiqa
$amzn breaking,2,fiqa
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,0,fiqa
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",2,fiqa
RT @bman1 $LNG looks primed also $EGHT poised to run too...,2,fiqa
$AAPL broke descending channel....will it hold?,1,fiqa
$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,2,fiqa
"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",2,fiqa
$AMD big dumping... would not touch it for a while,0,fiqa
$GNRC finding support at its 10-day line so far.,2,fiqa
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",2,fiqa
"$QCOR Just added 3,000 shares @28.",2,fiqa
"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",0,fiqa
$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,0,fiqa
"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",2,fiqa
Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,2,fiqa
Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,2,fiqa
$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,2,fiqa
$FB Nice buyable intraday dip right here,2,fiqa
$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,2,fiqa
$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,2,fiqa
$GOOG resistance turned support?  It,2,fiqa
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,2,fiqa
Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,2,fiqa
$AAPL I am big OUT from this. seems its falling towards 530.. :(,0,fiqa
$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,2,fiqa
$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu,2,fiqa
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,2,fiqa
$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,0,fiqa
$brcm raises revenue forecast,2,fiqa
$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,2,fiqa
$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,2,fiqa
$EDU bouncing nicely after add-on (posted),2,fiqa
$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,2,fiqa
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,2,fiqa
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,2,fiqa
"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",2,fiqa
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,0,fiqa
"$TYC just about to break out to new highs, lots of technicals looking great right now.",2,fiqa
"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",2,fiqa
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",2,fiqa
$SPY wouldn't be surprised to see a green close,2,fiqa
@Vegastrader66 Looks like good entry for $QIHU here.,2,fiqa
$INO back in this am small post,2,fiqa
"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",2,fiqa
$LINE biggies must be loading up here at lows..,2,fiqa
$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,0,fiqa
Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,1,fiqa
"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",2,fiqa
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",2,fiqa
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,2,fiqa
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,2,fiqa
$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,2,fiqa
"$AAPL double bottom could be in, keep in mind",2,fiqa
@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,0,fiqa
"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",2,fiqa
$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,2,fiqa
@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,2,fiqa
"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",2,fiqa
"Long Position on $GOL,...Updating http://stks.co/fdmm",2,fiqa
$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,0,fiqa
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,2,fiqa
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,0,fiqa
$NFLX +3% of the lows,2,fiqa
$SBUX getting sold here.,0,fiqa
$PG Ackman making the big added efficiency argument. betting on operational imporvement in a huge conglomerate can go either way imo.,2,fiqa
$RIMM $spx $nya $compq $djia all going down,0,fiqa
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",2,fiqa
$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,2,fiqa
$BBRY hearing rumours of a major joint venture announcement.,2,fiqa
$AAPL Good time to buy. Will the run come before earnings or after?,2,fiqa
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",0,fiqa
$UVXY Put the chum out there at key support then next level down - careful,0,fiqa
Entering long Lockheed Martin $LMT at Thursday's open. http://stks.co/eXtA,2,fiqa
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,2,fiqa
"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",0,fiqa
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,0,fiqa
"$SLV -4.44% at 18 now AWFUL, down from 42.50",0,fiqa
$SPY c'mon bulls buy DIPS!,2,fiqa
@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,0,fiqa
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,2,fiqa
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",0,fiqa
$CRUS Upgraded to a buy by Alpha Street Research,2,fiqa
"$NFLX small pos, short 180 wkly puts.",0,fiqa
$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,0,fiqa
$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,2,fiqa
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,0,fiqa
@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,2,fiqa
$NUGT longer term bullish,2,fiqa
"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""",2,fiqa
$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,1,fiqa
$SPY  still wants higher I think.,2,fiqa
$BBRY lets see 14+ today,2,fiqa
$DCTH Near HOD,2,fiqa
$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,2,fiqa
$GTE LONG at 7.44,2,fiqa
$DARA breaking out,2,fiqa
$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,2,fiqa
"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",2,fiqa
$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,0,fiqa
$BBRY nice bounce,2,fiqa
"$DNN picked some up, like this going into 2014",2,fiqa
$NUGT Gold above 1400...wow,2,fiqa
$BBRY Ready for Take OFF!,2,fiqa
$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,2,fiqa
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",2,fiqa
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,2,fiqa
$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,0,fiqa
"Long Position on $IP,....Scaling UP http://stks.co/sIln",2,fiqa
$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,0,fiqa
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,0,fiqa
"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",2,fiqa
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",0,fiqa
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,2,fiqa
$AMCN pushing highs,2,fiqa
@pierrules: $SIRI LONG!!,2,fiqa
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,2,fiqa
$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,0,fiqa
"$CNDO 21% short float, shorts likely to take profits into close",0,fiqa
$RNN staying above the open a very good sign!!!,2,fiqa
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,2,fiqa
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),0,fiqa
$PRGN A bottom right here?,1,fiqa
"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",0,fiqa
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",2,fiqa
$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,2,fiqa
$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,0,fiqa
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,1,fiqa
"$RNN day traders flushed out, it should start going up slowly from now on .",2,fiqa
@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,0,fiqa
$YELP This goes green and so many shorts are toast!,2,fiqa
RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,1,fiqa
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,0,fiqa
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",0,fiqa
New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,2,fiqa
$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,2,fiqa
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",1,fiqa
$AAPL Nice RSI 33 bounce at 9:58,2,fiqa
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",0,fiqa
$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,2,fiqa
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,0,fiqa
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,0,fiqa
"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",0,fiqa
$FTI Breakout today after reporting earnings last night,2,fiqa
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",2,fiqa
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,2,fiqa
$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,1,fiqa
$RAD All my charts are flashing oversold.,1,fiqa
$RSOL bought 3500 shares today!,2,fiqa
$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,2,fiqa
$CAMT Looks like might break down. I'm out,0,fiqa
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,0,fiqa
$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,0,fiqa
$AAPL  downgrade is bias. This stock is a buy.,2,fiqa
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,2,fiqa
$PLUG bear raid,0,fiqa
$GPRO down 25% since Tue morning.,0,fiqa
$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,2,fiqa
$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,2,fiqa
"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",2,fiqa
$RAD I would consider this opportunity to add my position because the company is on the right track they are still improving sales...,2,fiqa
$GTAT Will re-enter short on bounce...,0,fiqa
$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,2,fiqa
$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,2,fiqa
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,0,fiqa
$RNN More bleeding Monday.,0,fiqa
$PLUG Closed short position. Small gain. Not interested in options expiring worthless,2,fiqa
$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,1,fiqa
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,0,fiqa
$MXWL Oh snap. Just went long again. LT,2,fiqa
$HRL ready to pop! http://stks.co/s0Ny4,2,fiqa
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,0,fiqa
$FB i guess they want it down look at the those sell orders,0,fiqa
@ACInvestorBlog: $SPY eod run :),2,fiqa
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,2,fiqa
$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,0,fiqa
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,2,fiqa
$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,0,fiqa
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,2,fiqa
$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,2,fiqa
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,0,fiqa
"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",2,fiqa
"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",1,fiqa
@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,0,fiqa
"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",2,fiqa
$KEP breaking out when the market pulls back  http://stks.co/r0cet,2,fiqa
$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,2,fiqa
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",2,fiqa
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,2,fiqa
@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to b a Blessing for my Daughters tuition!,2,fiqa
$FB they are hitting  everything in sight.short it. but twtr,0,fiqa
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,0,fiqa
"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",2,fiqa
"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",0,fiqa
"$INO Up, up, and away!",2,fiqa
$BOBE down $2.84  premarket,0,fiqa
$CHRM Loooooongggggg base,2,fiqa
$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,0,fiqa
$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,2,fiqa
$GS sells flat..I am out..,0,fiqa
Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,2,fiqa
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,0,fiqa
$WX Decent pull back . .,0,fiqa
"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",2,fiqa
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,2,fiqa
Long $GPRO for a brealout trade,2,fiqa
$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,0,fiqa
$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,0,fiqa
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",0,fiqa
@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,2,fiqa
Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,0,fiqa
"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",1,fiqa
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,0,fiqa
$YANG Double bottom 5.2,2,fiqa
$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,2,fiqa
$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,2,fiqa
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,1,fiqa
"$WFM Bought a little yesterday, hoping for an earnings pop.",2,fiqa
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,2,fiqa
$IBIO  up 10% in premarket ready for lift off,2,fiqa
"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",2,fiqa
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",0,fiqa
"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",2,fiqa
$LUV Continues to consolidate above previous break out area...,2,fiqa
$REN bottoming out again.. Good time to buy,2,fiqa
$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,0,fiqa
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,0,fiqa
$GALE Breakout Coming Soon!,2,fiqa
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",1,fiqa
$AAPL $131 rally mode,2,fiqa
$MPWR CEO sells 450k april 15th..meh,0,fiqa
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",0,fiqa
$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,0,fiqa
$AMZN Going thru the roof needs a sell!,2,fiqa
"$ESI on lows, down $1.50 to $2.50 BK a real possibility",0,fiqa
Short on $ATVI from 24.55.,0,fiqa
End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,2,fiqa
"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",2,fiqa
$NEON oversold,2,fiqa
"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.",2,fiqa
"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.",2,fiqa
$INVE : SEE YA ABOVE $8,2,fiqa
$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,2,fiqa
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",2,fiqa
Exact (EXAS) Flagged As Strong On High Volume $EXAS http://stks.co/r26Ra,2,fiqa
$BIOC RSI extremely in long's favor looking at BIOC historically.,2,fiqa
$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,2,fiqa
$VMW  Got a nice push today following small sweepers of May C this morning,2,fiqa
